title,company,location,salary,skills,link,source
Administration Executive,Bora Classes,Pune,"₹ 2,85,000","Client Relationship Management (CRM), English Proficiency (Spoken), English Proficiency (Written), Google Drive, Google Forms, MS-Office, Office Management",https://internshala.com/job/detail/administration-executive-job-in-pune-at-bora-classes1744001614,Internshala
Customer Support Executive,AIM Placement Services,Ajmer,"₹ 2,81,000 - 5,11,000","Effective Communication,, Cab/Transportation facility,, Life Insurance",https://internshala.com/job/detail/fresher-customer-support-executive-job-in-multiple-locations-at-aim-placement-services1744779860,Internshala
Customer Support Executive,AIM Placement Services,Ajmer,"₹ 2,81,000 - 4,49,000","Effective Communication,, Cab/Transportation facility,, Life Insurance",https://internshala.com/job/detail/fresher-customer-support-executive-job-in-multiple-locations-at-aim-placement-services1744281604,Internshala
Customer Support Executive,AIM Placement Services,Ranchi,"₹ 2,81,000 - 4,49,000","Effective Communication,, Cab/Transportation facility,, Life Insurance",https://internshala.com/job/detail/fresher-customer-support-executive-job-in-multiple-locations-at-aim-placement-services1744027996,Internshala
Business Development Associate,GCS COUNCIL,Work from home,"₹ 2,80,000 - 21,00,000","Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Negotiation",https://internshala.com/job/detail/remote-business-development-associate-job-at-gcs-council1744110923,Internshala
Business Development (Sales),Garg Residency Private Limited,Delhi,"₹ 2,80,000 - 16,00,000","Client Interaction, Client Relationship, Cold Calling, Customer Acquisition, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Google Sheets, MS-Excel, Sales Management, Sales Strategy, Sales Support, Time Management",https://internshala.com/job/detail/business-development-sales-job-in-multiple-locations-at-garg-residency-private-limited1745126033,Internshala
Social Media Manager & Digital Marketing Expert,Lensable Productions,Pune,"₹ 2,80,000 - 11,00,000","Branding, Content Marketing, Digital Marketing, Google AdWords, Performance Marketing, Search Engine Optimization (SEO), Social Media Marketing,",https://internshala.com/job/detail/social-media-manager-digital-marketing-expert-job-in-multiple-locations-at-lensable-productions1743751158,Internshala
Telecaller,KTM Realty,Chennai,"₹ 2,80,000 - 7,30,000","Client Relationship Management (CRM), Customer Support, Effective Communication, English Proficiency (Written), MS-Excel,",https://internshala.com/job/detail/fresher-telecaller-job-in-chennai-at-ktm-realty1745476048,Internshala
Photographer,Scalar Tech Media Private Limited,Mumbai,"₹ 2,80,000 - 6,80,000","Adobe Photoshop, Adobe Photoshop Lightroom CC, Photography, Video Editing, Video Making",https://internshala.com/job/detail/fresher-photographer-job-in-mumbai-at-scalar-tech-media-private-limited1745141765,Internshala
Telecaller,Reyan Developers,Hyderabad,"₹ 2,80,000 - 6,40,000","Hindi Proficiency (Spoken), Telugu Proficiency (Spoken)",https://internshala.com/job/detail/fresher-telecaller-job-in-hyderabad-at-reyan-developers1745826830,Internshala
Junior Software Developer,Techpreet Vistar,Ahmedabad,"₹ 2,80,000 - 5,30,000","Django, Django Rest Framework, FastAPI, Flask, JavaScript, Python,",https://internshala.com/job/detail/junior-software-developer-job-in-ahmedabad-at-nirmal-popat1745987668,Internshala
Junior Sales Executive,Chefs Marché,Jalandhar,"₹ 2,80,000 - 5,00,000",Social Media Marketing,https://internshala.com/job/detail/junior-sales-executive-job-in-jalandhar-at-chefs-march1745233723,Internshala
Client Relationship Executive,Limescreen Entertainment & Productions,Kochi,"₹ 2,80,000 - 4,50,000","Coordination, Effective Communication, Time Management,   ",https://internshala.com/job/detail/fresher-client-relationship-executive-job-in-kochi-at-limescreen-entertainment-productions1746419514,Internshala
Front End Developer,VPLytics Solutions Private Limited,Pune,"₹ 2,80,000 - 4,50,000","Bootstrap, CSS, HTML, JavaScript, jQuery, React, React Native, TypeScript,   ",https://internshala.com/job/detail/fresher-front-end-developer-job-in-pune-at-vplytics-solutions-private-limited1745484393,Internshala
Associate Data Scientist,VPLytics Solutions Private Limited,Pune,"₹ 2,80,000 - 4,50,000","Data Analytics, Data Science, Microsoft Azure, Power BI, SQL",https://internshala.com/job/detail/fresher-associate-data-scientist-job-in-pune-at-vplytics-solutions-private-limited1745468252,Internshala
Junior Search Engine Optimization (SEO) Executive,Codieslab Technologies,Vadodara,"₹ 2,80,000 - 4,50,000","Digital Marketing, English Proficiency (Written), Google AdWords, Google Analytics, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",https://internshala.com/job/detail/junior-search-engine-optimization-seo-executive-job-in-vadodara-at-chavod-bharat1744645094,Internshala
Relationship Executive,Tradon,Bangalore,"₹ 2,80,000 - 4,40,000","Effective Communication, Marketing, Stock Trading",https://internshala.com/job/detail/relationship-executive-job-in-bangalore-at-tradon1746596209,Internshala
Corporate Sales Associate,Winning Edge India,Gurgaon,"₹ 2,80,000 - 4,40,000","Business Development, Marketing, Networking, Sales Support, Stakeholder Management,   ",https://internshala.com/job/detail/corporate-sales-associate-job-in-gurgaon-at-winning-edge-india1745382157,Internshala
Business Development Executive,Geega Corpsol,Pune,"₹ 2,80,000 - 4,16,000","Effective Communication, Field Sales, Life Insurance",https://internshala.com/job/detail/fresher-business-development-executive-job-in-pune-at-geega-corpsol1746016995,Internshala
X Ray Technician,DIAGNODENT 3D,Bangalore,"₹ 2,80,000 - 4,16,000",Typing,https://internshala.com/job/detail/fresher-x-ray-technician-job-in-bangalore-at-diagnodent-3d1744103231,Internshala
Junior Graphic Designer,Academy Of Pastry And Culinary Arts Mumbai,Gurgaon,"₹ 2,80,000 - 4,00,000","Adobe Illustrator, Adobe Photoshop, Canva, CorelDRAW",https://internshala.com/job/detail/fresher-junior-graphic-designer-job-in-gurgaon-at-academy-of-pastry-and-culinary-arts-mumbai1744117193,Internshala
Senior Telecaller,Institute Of Event Management,Dehradun,"₹ 2,80,000 - 3,90,000","Digital Marketing, English Proficiency (Spoken), MS-Excel, Social Media Marketing,   ",https://internshala.com/job/detail/senior-telecaller-job-in-dehradun-at-institute-of-event-management1743059533,Internshala
Executive - Ad Operations,BookMyShow,Mumbai,"₹ 2,80,000 - 3,60,000","Display Ads, Google AdWords, Google Analytics, MS-Excel,, Life Insurance",https://internshala.com/job/detail/executive-ad-operations-job-in-mumbai-at-bookmyshow1745913833,Internshala
Sales Associate,EaseMyOffice,Gurgaon,"₹ 2,80,000 - 3,60,000","English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Negotiations, Sales,   ",https://internshala.com/job/detail/fresher-corporate-sales-associate-job-in-gurgaon-at-easemyoffice1745930938,Internshala
Business Development Associate,Internshala,Gurgaon,"₹ 2,80,000 - 3,60,000","Cold Calling, Effective Communication, English Proficiency (Spoken), Interpersonal skills, Sales,,",https://internshala.com/job/detail/business-development-associate-job-in-gurgaon-at-internshala1746616747,Internshala
Sales Co-ordinator - Presales Executive,Roswalt Realty,Mumbai,"₹ 2,80,000 - 3,60,000","Effective Communication, Lead Generation, Sales Support",https://internshala.com/job/detail/sales-co-ordinator-presales-executive-job-in-mumbai-at-roswalt-realty1744703012,Internshala
Finance Executive,MentorKart (DGguru Learning Solutions Private Limited),Delhi,"₹ 2,80,000 - 3,60,000","Accounting, English Proficiency (Spoken), Finance, Financial Modeling, GST, MS-Excel, MS-Office, Taxation",https://internshala.com/job/detail/fresher-finance-executive-job-in-multiple-locations-at-mentorkart-dgguru-learning-solutions-private-limited1744183006,Internshala
Business Development Associate,Intandemly Technologies Private Limited,Hyderabad,"₹ 2,80,000 - 3,50,000","Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Social Media Marketing,   ",https://internshala.com/job/detail/fresher-business-development-associate-job-in-hyderabad-at-intandemly-technologies-private-limited1746001082,Internshala
Youtube Video Content Creator,ZaranTech,Bangalore,"₹ 2,80,000 - 3,50,000","Anchoring, Canva, Content Writing, Effective Communication, Presentation skills, Research and Analytics, Videography, Video Making,",https://internshala.com/job/detail/fresher-youtube-video-content-creator-job-in-bangalore-at-zarantech1745826639,Internshala
Telecaller,EthiLabs,Work from home,"₹ 2,80,000 - 3,50,000","English Proficiency (Spoken), Google Docs, Hindi Proficiency (Spoken), MS-Excel",https://internshala.com/job/detail/remote-telecaller-job-at-ethilabs1744720835,Internshala
Social Media Marketing Executive,Ayurveda House Private Limited,Delhi,"₹ 2,80,000 - 3,40,000","Content Marketing, Digital Marketing, English Proficiency (Spoken), Facebook Marketing, Instagram Marketing, Social Media Marketing, Video Making,   ",https://internshala.com/job/detail/social-media-marketing-executive-job-in-delhi-at-ayurveda-house-private-limited1745141723,Internshala
Assistant Manager - HR,CyberFrat,Mumbai,"₹ 2,80,000 - 3,25,000","Conflict Management, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Grievance Handling, MS-Office, MS-PowerPoint, Presentation skills, Recruitment,",https://internshala.com/job/detail/assistant-manager-hr-job-in-mumbai-at-cyberfrat1746426345,Internshala
Associate Content Writer,Concretio Apps Private Limited,Delhi,"₹ 2,80,000 - 3,20,000","Blogging, Content Writing, Creative Writing, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Search Engine Optimization (SEO), Social Media Marketing,",https://internshala.com/job/detail/associate-content-writer-job-in-multiple-locations-at-concretio-apps-private-limited1746528653,Internshala
Export Sales & Marketing Executive,OPAQUE CERAMICS PVT LTD,Ahmedabad,"₹ 2,80,000 - 3,20,000","Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Marketing Strategies,   ",https://internshala.com/job/detail/fresher-export-sales-marketing-executive-job-in-ahmedabad-at-opaque-ceramics-pvt-ltd1745129370,Internshala
Graphic Design Executive,BookMyShow,Mumbai,"₹ 2,80,000 - 3,00,000","Adobe Illustrator, Adobe Photoshop,",https://internshala.com/job/detail/graphic-design-executive-job-in-mumbai-at-bookmyshow1746596046,Internshala
Sales Engineer,Senso Vision System,Bangalore,"₹ 2,80,000 - 3,00,000","C++ Programming, Effective Communication, Negotiation, Problem Solving,   ,",https://internshala.com/job/detail/fresher-sales-engineer-job-in-bangalore-at-senso-vision-system1744627536,Internshala
Social Media Growth Manager,Bridge2job,Work from home,"₹ 2,80,000 - 3,00,000","Content Management, Creativity, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Instagram Marketing, Marketing Campaigns, Marketing Strategy, Search Engine Marketing (SEM), Search Engine Optimization (SEO),, Life Insurance",https://internshala.com/job/detail/remote-social-media-growth-manager-job-at-bridge2job1746419415,Internshala
Junior Social Media Marketing Associate,Bridge2job,Work from home,"₹ 2,80,000 - 3,00,000","Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing,, Life Insurance",https://internshala.com/job/detail/remote-junior-social-media-marketing-associate-job-at-bridge2job1746186447,Internshala
Gaming Platform Influencer,NewZenAlpha Tech,Bangalore,"₹ 2,80,000 - 3,00,000","Community Management, Effective Communication, Game development, Influencer Marketing, Interpersonal skills,",https://internshala.com/job/detail/fresher-gaming-platform-influencer-job-in-bangalore-at-newzenalpha-tech1746076462,Internshala
Social Media Marketing Executive,Bridge2job,Work from home,"₹ 2,80,000 - 3,00,000","Creative Writing, Digital Marketing, English Proficiency (Spoken), Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing,, Life Insurance",https://internshala.com/job/detail/remote-social-media-marketing-executive-job-at-bridge2job1745920766,Internshala
Embedded Software Engineer,Upciti Private Limited,Bangalore,"₹ 2,80,000 - 3,00,000","ARM Microcontroller, Eclipse (IDE), Embedded C, Git,   ",https://internshala.com/job/detail/embedded-software-engineer-job-in-bangalore-at-upciti-private-limited1744021530,Internshala
Customer Relationship Manager,I Tech Solutions,Mumbai,"₹ 2,80,000","Client Relationship Management (CRM), Effective Communication, English Proficiency (Spoken),   ",https://internshala.com/job/detail/fresher-customer-relationship-manager-job-in-mumbai-at-i-tech-solutions1745745454,Internshala
Sales & Marketing Executive,Turtle Eats Private Limited,Bangalore,"₹ 2,80,000","Sales,   ",https://internshala.com/job/detail/fresher-sales-marketing-executive-job-in-bangalore-at-turtle-eats-pvt-ltd1744714193,Internshala
Corporate Sales Associate,Bridge360 Brand Solutions,Mumbai,"₹ 2,76,000 - 13,00,000","Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office",https://internshala.com/job/detail/corporate-sales-associate-job-in-multiple-locations-at-bridge360-brand-solutions1744284450,Internshala
Telesales Executive,AMS Enterprise,Work from home,"₹ 2,76,000 - 4,32,000","Client Relationship Management (CRM), English Proficiency (Spoken), English Proficiency (Written), Sales,   ",https://internshala.com/job/detail/remote-telesales-executive-job-at-ams-enterprise1744715706,Internshala
Associate Content Developer (English),Whyral Media,Chandigarh,"₹ 2,76,000 - 3,60,000","Content Writing, Creative Writing, English Proficiency (Spoken), English Proficiency (Written),",https://internshala.com/job/detail/fresher-associate-content-developer-english-job-in-multiple-locations-at-whyral-media1745409920,Internshala
Business Development Executive,ProFocus Group,Gurgaon,"₹ 2,76,000 - 3,36,000","Digital Marketing, Effective Communication, English Proficiency (Spoken), Lead Generation",https://internshala.com/job/detail/fresher-business-development-executive-job-in-gurgaon-at-profocus-group1745921711,Internshala
Field Recruiter,Mud Ash Foodworks Pvt. Ltd,Bangalore,"₹ 2,76,000 - 3,00,000","Field Work, Recruitment",https://internshala.com/job/detail/field-recruiter-job-in-bangalore-at-mud-ash-foodworks-pvt-ltd1745234127,Internshala
MIS Executive,Aces Global Consulting Pvt Ltd,Delhi,"₹ 2,76,000 - 3,00,000",N/A,https://internshala.com/job/detail/mis-executive-job-in-delhi-at-aces-global-consulting-pvt-ltd1743640219,Internshala
Manager - CEO Office,Xponentium India,Gurgaon,"₹ 2,75,000 - 12,00,000","Effective Communication, MS-Excel,   ",https://internshala.com/job/detail/manager-ceo-office-job-in-gurgaon-at-xponentium-india1744706963,Internshala
Administration Executive Fresher Job,Aryan Gautam,Agra,"₹ 2,75,000 - 10,50,000","Computer skills,   ",https://internshala.com/job/detail/fresher-administration-executive-fresher-job-job-in-multiple-locations-at-aryan-gautam1745382940,Internshala
